Date,Open,High,Low,Close,Adj Close,Volume
2007-08-20,270.875000,274.850006,262.774994,263.888000,175.465500,4386844
2007-08-21,269.125000,269.125000,251.125000,253.811996,168.765717,4363364
2007-08-22,255.000000,258.174988,249.000000,256.475006,170.536453,3826620
2007-08-23,258.000000,262.000000,251.000000,251.975006,167.544327,3113748
2007-08-24,253.750000,256.625000,249.875000,254.600006,169.289673,1926972
2007-08-27,256.237000,259.700012,255.011993,256.625000,170.636154,2666856
2007-08-28,259.000000,259.750000,252.750000,257.187988,171.010483,2263504
2007-08-29,255.000000,259.950012,250.250000,257.899994,171.483902,3196688
2007-08-30,260.500000,264.750000,256.250000,261.500000,173.877640,7003172
2007-08-31,263.000000,267.424988,261.750000,266.087006,176.927643,2377496
2007-09-03,267.500000,268.750000,263.350006,265.312012,176.412338,2496264
2007-09-04,266.250000,271.924988,265.250000,266.524994,177.218887,2182756
2007-09-05,266.750000,270.737000,266.274994,268.087006,178.257507,3516964
2007-09-06,266.250000,270.250000,265.250000,269.500000,179.197098,1871860
2007-09-07,269.250000,271.125000,267.500000,269.062012,178.905807,1691576
2007-09-10,269.062012,269.062012,261.000000,261.812012,174.085114,2201060
2007-09-11,273.612000,273.612000,255.000000,255.837006,170.112183,3386556
2007-09-12,257.500000,259.437988,253.375000,253.899994,168.824203,2344104
2007-09-13,256.225006,258.750000,252.600006,257.700012,171.350891,2153072
2007-09-14,262.500000,262.500000,254.524994,255.613007,169.963242,1900228
2007-09-17,256.250000,257.950012,248.925003,249.412994,165.840759,5086176
2007-09-18,249.250000,251.925003,248.250000,250.613007,166.638626,4942808
2007-09-19,256.250000,258.424988,254.300003,255.761993,170.062302,4642668
2007-09-20,255.000000,255.524994,249.300003,250.511993,166.571442,2355156
2007-09-21,247.750000,256.250000,244.500000,254.449997,169.189972,7928660
2007-09-24,255.000000,257.500000,250.050003,251.811996,167.435898,3595068
2007-09-25,252.500000,253.500000,249.050003,250.425003,166.513626,5400496
2007-09-26,252.500000,262.200012,251.250000,260.187988,173.005264,8340892
2007-09-27,262.500000,266.875000,261.750000,265.625000,176.620453,8602140
2007-09-28,256.250000,270.000000,256.250000,265.037994,176.230148,6249532
2007-10-01,265.250000,265.250000,255.750000,260.412994,173.154877,2176580
2007-10-03,262.500000,273.750000,262.475006,269.799988,179.396530,5122872
2007-10-04,271.250000,271.250000,263.500000,269.825012,179.413177,4359804
2007-10-05,269.825012,269.825012,264.325012,268.200012,178.332657,1744048
2007-10-08,270.263000,274.700012,265.549988,269.587006,179.254898,2662144
2007-10-09,270.000000,276.200012,268.825012,273.737000,182.014343,3707640
2007-10-10,276.174988,282.562012,274.600006,281.375000,187.093063,3983236
2007-10-11,283.750000,283.850006,265.000000,268.000000,178.199646,5598340
2007-10-12,263.000000,268.750000,257.575012,265.875000,176.786713,4912920
2007-10-15,267.500000,272.912994,264.937988,268.537994,178.557419,6871600
2007-10-16,275.000000,278.750000,265.250000,267.100006,177.601242,7060528
2007-10-17,265.000000,278.750000,250.000000,273.674988,181.973083,6924440
2007-10-18,283.750000,287.475006,269.325012,280.962006,186.818420,13645436
2007-10-19,286.962006,287.500000,270.600006,277.212006,184.324997,8094132
2007-10-22,279.250000,279.250000,266.274994,267.987000,180.140488,3836808
2007-10-23,267.000000,275.000000,264.750000,265.899994,178.737610,5862364
2007-10-24,275.000000,275.000000,260.825012,262.000000,176.116074,4100988
2007-10-25,264.750000,265.000000,259.537994,262.399994,176.384979,4925272
2007-10-26,262.500000,271.000000,260.549988,267.825012,180.031601,2960060
2007-10-29,272.250000,272.500000,265.350006,267.000000,179.477005,3536052
2007-10-30,268.000000,268.750000,260.075012,262.125000,176.200027,3145804
2007-10-31,261.750000,265.924988,254.250000,259.500000,174.435532,47216528
2007-11-01,263.750000,263.750000,254.875000,255.761993,171.922867,5518404
2007-11-02,252.500000,257.500000,250.750000,255.300003,171.612335,3494680
2007-11-05,255.250000,257.700012,251.311996,252.824997,169.948624,1876468
2007-11-06,253.750000,254.949997,250.000000,251.074997,168.772293,2198988
2007-11-07,251.274994,252.287994,246.524994,249.261993,167.553619,3504016
2007-11-08,247.524994,249.949997,245.000000,247.412994,166.310699,2686964
2007-11-12,246.311996,246.311996,240.000000,240.962006,161.974319,5280988
2007-11-13,240.962006,243.175003,231.662994,236.837006,159.201508,4697988
2007-11-14,240.000000,261.274994,240.000000,246.675003,165.814590,3588368
2007-11-15,247.750000,249.475006,242.500000,245.050003,164.722321,2295396
2007-11-16,245.000000,249.500000,241.787994,245.725006,165.176071,3666816
2007-11-19,240.024994,251.750000,240.024994,248.375000,166.957352,2943548
2007-11-20,247.250000,247.250000,239.524994,240.324997,161.546127,4111392
2007-11-21,240.324997,245.000000,234.000000,236.199997,158.773331,3337028
2007-11-22,242.425003,242.425003,233.750000,237.550003,159.680771,2402356
2007-11-23,238.125000,241.500000,237.438004,240.238007,161.487701,2273540
2007-11-26,245.000000,248.500000,242.500000,246.274994,165.545776,2234300
2007-11-27,247.625000,249.725006,242.524994,248.988007,167.369431,1503964
2007-11-28,250.000000,250.949997,242.500000,244.125000,164.100479,2927688
2007-11-29,250.000000,250.125000,238.750000,241.511993,162.344055,5029688
2007-11-30,241.511993,254.500000,241.511993,253.050003,170.099915,5334612
2007-12-03,254.000000,266.500000,252.600006,262.475006,176.435333,6516348
2007-12-04,262.475006,262.500000,256.263000,257.424988,173.040741,1783824
2007-12-05,257.500000,261.250000,255.125000,258.299988,173.628922,2069240
2007-12-06,260.000000,262.924988,257.799988,258.888000,174.024155,4163452
2007-12-07,260.000000,268.013000,256.562012,265.649994,178.569595,4805808
2007-12-10,267.524994,268.500000,257.500000,258.899994,174.032211,3864020
2007-12-11,262.250000,262.250000,256.312012,260.325012,174.990143,2907456
2007-12-12,257.049988,265.000000,256.524994,263.350006,177.023468,3718608
2007-12-13,262.424988,265.524994,256.924988,257.399994,173.023941,4645736
2007-12-14,253.824997,263.750000,253.824997,260.100006,174.838852,2720436
2007-12-17,268.100006,268.100006,251.250000,253.100006,170.133453,3203328
2007-12-18,252.500000,260.000000,250.824997,251.225006,168.873123,3845860
2007-12-19,253.000000,257.200012,252.000000,256.125000,172.166885,2671020
2007-12-20,257.375000,263.487000,255.750000,261.337006,175.670395,3036020
2007-12-24,270.000000,280.000000,262.500000,277.424988,186.484726,4655664
2007-12-26,278.750000,279.924988,271.537994,275.075012,184.905060,2905996
2007-12-27,276.274994,280.000000,271.638000,277.687988,186.661469,4008568
2007-12-28,275.000000,275.000000,265.000000,270.537994,181.855331,2196596
2007-12-31,270.750000,274.013000,263.000000,269.350006,181.056763,2156168
2008-01-01,269.250000,269.250000,263.000000,263.638000,177.217133,928388
2008-01-02,265.000000,265.250000,257.875000,262.500000,176.452118,2864924
2008-01-03,257.524994,261.250000,251.337006,252.761993,169.906265,5168280
2008-01-04,252.761993,255.725006,250.574997,251.300003,168.923508,2318868
2008-01-07,250.000000,252.199997,243.125000,243.899994,163.949219,3647344
2008-01-08,245.000000,248.000000,242.324997,246.962006,166.007538,3207732
2008-01-09,248.699997,251.500000,247.475006,249.074997,167.427902,2450128
2008-01-10,249.500000,252.375000,240.500000,245.412994,164.966293,3342376
2008-01-11,228.837006,251.000000,228.837006,247.438004,166.327469,2149188
2008-01-14,249.949997,249.949997,238.899994,240.287994,161.521255,4158864
2008-01-15,241.250000,242.000000,233.500000,235.000000,157.966675,2935588
2008-01-16,235.000000,241.675003,231.250000,236.238007,158.798828,3131956
2008-01-17,241.449997,241.500000,229.750000,230.675003,155.059448,6302096
2008-01-18,232.375000,235.000000,224.274994,225.800003,151.782486,4333816
2008-01-21,226.000000,226.175003,201.311996,207.761993,139.657333,4840032
2008-01-22,203.675003,247.500000,181.250000,200.061996,134.481384,6376872
2008-01-23,214.750000,222.500000,201.250000,217.988007,148.761978,5359120
2008-01-24,217.500000,222.000000,206.438004,210.811996,143.864853,2013336
2008-01-25,213.250000,224.425003,212.524994,221.149994,150.919846,2243116
2008-01-28,217.500000,217.500000,206.250000,213.574997,145.750412,2485660
2008-01-29,214.000000,221.149994,213.750000,216.925003,148.036560,3258712
2008-01-30,220.500000,223.000000,215.000000,217.462006,148.402954,3032856
2008-01-31,217.500000,222.500000,208.837006,218.438004,149.069077,5966956
2008-02-01,221.250000,235.274994,218.324997,232.375000,158.580124,4169520
2008-02-04,236.250000,247.250000,234.750000,243.912994,166.454010,3730520
2008-02-05,240.000000,243.750000,233.912994,238.761993,162.938797,1722872
2008-02-06,232.500000,232.500000,223.625000,226.524994,154.587921,4007952
2008-02-07,226.524994,226.524994,217.761993,219.761993,149.972595,2574652
2008-02-08,221.000000,231.250000,220.000000,224.600006,153.274216,2576820
2008-02-11,224.600006,233.000000,215.024994,226.524994,154.587921,3200988
2008-02-12,226.250000,231.250000,215.000000,216.162994,147.516556,5161328
2008-02-13,218.750000,224.250000,212.824997,217.238007,148.250198,2185376
2008-02-14,221.250000,225.000000,215.250000,218.449997,149.077225,2246480
2008-02-15,215.000000,221.761993,215.000000,218.175003,148.889603,2213044
2008-02-18,218.175003,218.750000,212.500000,213.300003,145.562729,1723160
2008-02-19,214.000000,221.000000,213.750000,218.863007,149.359131,1947288
2008-02-20,219.975006,223.662994,218.311996,221.524994,151.175766,3060624
2008-02-21,224.500000,232.750000,220.500000,228.662994,156.046951,3562052
2008-02-22,230.000000,230.225006,221.250000,225.136993,153.640701,2401516
2008-02-25,232.000000,232.250000,222.561996,225.188004,153.675491,3255460
2008-02-26,231.000000,231.000000,223.750000,224.600006,153.274216,4999584
2008-02-27,227.000000,228.712006,218.511993,219.386993,149.716705,2364056
2008-02-28,221.250000,222.500000,218.000000,220.225006,150.288589,5579004
2008-02-29,220.000000,222.925003,215.875000,219.350006,149.691467,3416480
2008-03-03,216.500000,217.175003,210.000000,212.149994,144.777969,3141328
2008-03-04,214.500000,217.500000,211.774994,214.699997,146.518143,3010532
2008-03-05,211.250000,220.699997,211.250000,218.824997,149.333206,2209348
2008-03-07,215.649994,216.524994,210.561996,211.537994,144.360336,1996828
2008-03-10,211.537994,213.500000,207.500000,208.412994,142.227692,2494168
2008-03-11,210.000000,210.000000,205.000000,205.875000,140.495712,4043520
2008-03-12,209.750000,212.500000,202.561996,205.886993,140.503845,1884412
2008-03-13,203.750000,203.750000,190.250000,194.925003,133.023056,3408600
2008-03-14,195.000000,203.225006,187.500000,200.962006,137.142868,2216056
2008-03-17,193.750000,199.425003,192.188004,197.962006,135.095612,1958904
2008-03-18,197.500000,207.199997,192.500000,204.425003,139.506149,3596080
2008-03-19,207.000000,210.000000,201.386993,202.863007,138.440216,4361924
2008-03-24,202.863007,209.375000,202.863007,205.925003,140.529785,3301984
2008-03-25,210.000000,224.962006,208.750000,219.125000,149.537918,2928896
2008-03-26,235.000000,235.000000,212.886993,219.587006,149.853195,2171768
2008-03-27,218.000000,219.000000,210.274994,213.125000,145.443359,6151152
2008-03-28,213.250000,218.675003,213.000000,217.761993,148.607773,3633696
2008-03-31,217.761993,217.761993,199.250000,202.613007,138.269592,4051860
2008-04-01,205.000000,213.225006,202.500000,208.087006,142.005234,2086728
2008-04-02,212.500000,217.250000,212.311996,212.811996,145.229691,1428844
2008-04-03,212.500000,223.000000,212.500000,221.350006,151.056351,3287172
2008-04-04,221.500000,222.475006,215.011993,218.225006,148.923721,2020844
2008-04-07,223.750000,230.024994,219.550003,226.024994,154.246674,3659528
2008-04-08,226.250000,226.750000,218.750000,221.837006,151.388657,4055352
2008-04-09,220.000000,223.000000,217.250000,219.061996,149.494919,1482600
2008-04-10,220.000000,229.912994,219.250000,224.886993,153.470062,2925932
2008-04-11,225.761993,231.250000,223.311996,227.000000,154.912048,2189264
2008-04-15,230.500000,246.250000,220.100006,243.537994,166.198090,5703772
2008-04-16,246.250000,250.500000,240.500000,242.975006,165.813904,6438768
2008-04-17,249.925003,252.500000,244.886993,250.225006,170.761551,3999556
2008-04-21,252.250000,258.750000,246.649994,248.350006,169.481995,3399296
2008-04-22,246.238007,246.238007,220.500000,221.800003,151.363419,13785196
2008-04-23,221.750000,226.425003,220.011993,222.287994,151.696457,6326156
2008-04-24,226.000000,226.225006,216.000000,222.688004,151.969406,15290096
2008-04-25,228.000000,228.000000,221.250000,222.324997,151.721664,6828568
2008-04-28,202.250000,224.000000,180.000000,220.425003,150.425049,6598136
2008-04-29,220.511993,232.500000,217.537994,227.636993,155.346786,16209848
2008-04-30,229.024994,233.938004,226.625000,230.250000,157.129929,9487980
2008-05-02,231.250000,240.500000,231.000000,235.938004,161.011642,5298780
2008-05-05,236.250000,237.375000,230.287994,231.863007,158.230728,3613764
2008-05-06,227.500000,237.500000,218.149994,234.261993,159.867889,3982796
2008-05-07,237.500000,244.975006,237.500000,241.688004,164.935623,12585540
2008-05-08,241.225006,241.250000,229.500000,236.750000,161.565720,10845832
2008-05-09,239.750000,239.750000,227.500000,229.250000,156.447540,4492296
2008-05-12,229.250000,233.712006,227.574997,231.725006,158.136551,3898508
2008-05-13,232.500000,235.350006,222.250000,226.261993,154.408432,4462876
2008-05-14,226.250000,244.738007,222.787994,242.787994,165.686310,9373188
2008-05-15,243.250000,250.500000,240.024994,246.188004,168.006561,7177896
2008-05-16,248.500000,248.500000,242.125000,245.261993,167.374619,3838648
2008-05-20,243.750000,247.500000,236.811996,239.024994,163.118271,4946904
2008-05-21,232.000000,242.000000,228.750000,241.274994,164.653763,3140184
2008-05-22,239.125000,246.375000,237.750000,240.287994,163.980164,5445200
2008-05-23,243.725006,244.925003,231.524994,233.100006,159.074875,5401384
2008-05-26,230.000000,240.725006,229.000000,238.863007,163.007767,5457272
2008-05-27,245.000000,248.500000,236.500000,242.225006,165.302094,5682072
2008-05-28,242.524994,253.811996,242.524994,252.363007,172.220566,5469588
2008-05-29,252.250000,257.087006,246.000000,248.662994,169.695587,8258940
2008-05-30,247.750000,262.250000,244.500000,259.787994,177.287628,15485284
2008-06-02,253.750000,264.350006,241.250000,245.962006,167.852325,7054764
2008-06-03,240.000000,247.500000,234.537994,243.787994,166.368698,4900256
2008-06-04,247.449997,247.449997,236.587006,239.188004,163.229538,3787856
2008-06-05,241.024994,249.199997,241.000000,245.462006,167.511108,5905256
2008-06-06,247.500000,249.662994,239.449997,241.550003,164.841431,4137784
2008-06-09,225.561996,241.225006,222.500000,228.524994,155.952774,6140140
2008-06-10,227.500000,229.750000,216.750000,219.750000,149.964447,6155372
2008-06-11,222.500000,227.500000,220.000000,222.587006,151.900497,4113368
2008-06-12,223.500000,225.600006,214.250000,222.061996,151.542236,2464004
2008-06-13,220.000000,230.475006,220.000000,227.399994,155.185028,6732432
2008-06-16,229.750000,232.000000,225.811996,227.699997,155.389786,6541784
2008-06-17,226.250000,231.750000,226.250000,230.324997,157.181137,3504824
2008-06-18,230.199997,230.250000,222.750000,225.225006,157.111389,6431336
2008-06-19,220.061996,224.500000,220.000000,222.000000,154.861694,3289068
2008-06-20,224.975006,224.975006,210.386993,215.962006,150.649750,8157760
2008-06-23,215.962006,219.863007,210.750000,214.613007,149.708740,3572312
2008-06-24,212.500000,216.925003,205.850006,211.100006,147.258133,9287176
2008-06-25,210.000000,221.250000,207.824997,219.199997,152.908524,5914196
2008-06-26,221.000000,224.500000,215.100006,220.337006,153.701691,7028316
2008-06-27,220.337006,220.337006,212.787994,216.375000,150.937851,6260948
2008-06-30,217.750000,219.500000,212.500000,214.550003,149.664795,3258044
2008-07-01,216.250000,218.000000,208.761993,211.925003,147.833649,5059616
2008-07-02,212.500000,222.000000,210.000000,219.125000,152.856186,8141112
2008-07-03,220.250000,220.250000,205.136993,214.162994,149.394806,4172528
2008-07-04,217.475006,217.511993,208.875000,211.125000,147.275497,3939584
2008-07-07,211.250000,216.000000,208.000000,213.061996,148.626755,1794132
2008-07-08,207.537994,211.250000,204.500000,207.550003,144.781769,3947624
2008-07-09,212.500000,222.488007,212.500000,219.188004,152.900162,3578548
2008-07-10,217.500000,222.250000,213.087006,217.100006,151.443558,3504368
2008-07-11,229.250000,235.750000,196.350006,199.649994,139.270874,5523784
2008-07-14,200.000000,200.000000,190.250000,191.962006,133.907944,4559896
2008-07-15,191.962006,196.613007,184.287994,187.662994,130.909073,4509844
2008-07-16,188.662994,193.412994,178.975006,182.024994,126.976074,5739900
2008-07-17,183.750000,196.725006,182.511993,195.811996,136.593582,10350716
2008-07-18,195.000000,200.500000,187.250000,198.462006,138.442200,8339496
2008-07-21,199.750000,203.750000,195.750000,203.199997,141.747238,3582068
2008-07-22,204.000000,210.988007,201.511993,207.962006,145.069168,4241164
2008-07-23,207.500000,217.500000,204.725006,215.136993,150.074234,5971420
2008-07-24,218.625000,218.625000,198.087006,200.636993,139.959427,11742336
2008-07-25,199.800003,212.375000,195.500000,199.800003,139.375504,8842536
2008-07-28,200.000000,204.238007,196.250000,201.561996,140.604660,1969372
2008-07-29,201.675003,203.449997,198.000000,202.238007,141.076202,2472192
2008-07-30,211.500000,211.500000,200.000000,209.738007,146.308029,4420076
2008-07-31,210.000000,210.500000,205.375000,208.438004,147.511108,5195580
2008-08-01,206.250000,214.238007,202.811996,210.162994,148.731934,4011724
2008-08-04,203.750000,210.000000,202.750000,203.837006,144.255020,5238928
2008-08-05,203.850006,208.750000,201.311996,207.425003,146.794250,4768200
2008-08-06,209.975006,217.488007,209.100006,215.136993,152.251968,5009932
2008-08-07,214.750000,217.475006,211.250000,213.337006,150.978134,3072320
2008-08-08,211.238007,214.250000,208.350006,211.274994,149.518875,2086672
2008-08-11,213.000000,214.449997,206.125000,208.488007,147.546524,3405100
2008-08-12,208.750000,210.925003,203.750000,204.811996,144.944977,3323504
2008-08-13,200.000000,209.425003,200.000000,207.074997,146.546539,3697968
2008-08-14,207.250000,211.162994,202.750000,208.300003,147.413467,3741508
2008-08-18,210.000000,213.100006,208.750000,210.386993,148.890427,1956648
2008-08-19,211.125000,212.750000,208.774994,210.311996,148.837341,1953300
2008-08-20,210.675003,212.250000,208.750000,210.399994,148.899643,1127256
2008-08-21,209.000000,210.500000,203.800003,204.462006,144.697327,1976516
2008-08-22,204.750000,206.188004,200.875000,204.750000,144.901123,2645284
2008-08-25,206.000000,208.750000,204.000000,204.550003,144.759567,942244
2008-08-26,202.488007,209.238007,202.488007,208.511993,147.563522,2205004
2008-08-27,205.024994,209.000000,203.274994,204.613007,144.804199,2131788
2008-08-28,205.000000,206.061996,195.662994,198.087006,140.185745,6580688
2008-08-29,200.000000,204.988007,200.000000,203.050003,143.698074,1998500
2008-09-01,203.750000,205.000000,201.750000,203.738007,144.184906,1527432
2008-09-02,203.738007,213.250000,203.738007,212.199997,150.173477,2647848
2008-09-04,211.250000,213.699997,208.087006,211.050003,149.359604,2461676
2008-09-05,212.500000,212.500000,206.250000,209.600006,148.333496,2445368
2008-09-08,215.000000,218.600006,210.500000,214.175003,151.571213,5170432
2008-09-09,213.750000,217.925003,210.000000,216.199997,153.004288,2815328
2008-09-10,215.287994,217.550003,212.024994,212.725006,150.545044,3063456
2008-09-11,212.725006,217.000000,207.250000,209.175003,148.032669,1908976
2008-09-12,216.250000,216.250000,200.238007,202.636993,143.405777,3573964
2008-09-15,195.000000,199.750000,186.250000,190.149994,134.568741,8550948
2008-09-16,187.375000,187.750000,181.250000,187.212006,132.489563,5072364
2008-09-17,187.000000,191.162994,182.000000,182.524994,129.172531,4200868
2008-09-18,182.000000,187.250000,167.750000,180.287994,127.589417,6357104
2008-09-19,194.925003,194.925003,182.524994,191.712006,135.674164,9544368
2008-09-22,217.000000,217.000000,188.250000,191.699997,135.665695,4472944
2008-09-23,178.837006,191.925003,178.837006,180.250000,127.562553,2966120
2008-09-24,181.136993,187.000000,172.574997,178.261993,126.155670,7380724
2008-09-25,178.274994,179.962006,167.761993,172.100006,121.794823,15122632
2008-09-26,175.000000,175.000000,166.550003,169.050003,119.636345,4217244
2008-09-29,169.699997,169.699997,153.000000,155.000000,109.693146,5578636
2008-09-30,148.000000,169.175003,147.500000,166.399994,117.760918,8391372
2008-10-01,167.399994,171.225006,161.337006,167.938004,118.849380,6017916
2008-10-03,166.238007,166.238007,160.587006,164.375000,116.327835,4172404
2008-10-06,162.811996,162.811996,150.000000,154.750000,109.516243,5882984
2008-10-07,157.787994,166.250000,141.500000,143.975006,101.890785,8884604
2008-10-08,138.750000,140.738007,127.000000,136.649994,96.706879,8301380
2008-10-10,135.000000,137.500000,120.099998,131.199997,92.849937,13742076
2008-10-13,131.988007,150.725006,131.199997,143.212006,101.350807,13866024
2008-10-14,149.750000,154.850006,145.337006,148.175003,104.863121,7424624
2008-10-15,146.250000,147.162994,133.824997,135.774994,96.087677,5308752
2008-10-16,131.250000,132.175003,116.974998,123.750000,87.577614,8031800
2008-10-17,125.000000,132.250000,111.250000,113.462997,80.297531,9743540
2008-10-20,124.162003,126.250000,113.811996,122.837997,86.932198,12413060
2008-10-21,134.600006,141.975006,123.337997,139.774994,98.918465,11804900
2008-10-22,138.750000,138.750000,127.775002,136.662994,96.716125,6020668
2008-10-23,131.162994,147.000000,125.311996,136.824997,96.830757,10501016
2008-10-24,125.925003,134.100006,110.000000,124.712997,88.259132,8479936
2008-10-27,120.250000,129.500000,103.837997,124.188004,87.887581,8972576
2008-10-29,140.500000,143.750000,132.561996,135.199997,98.049332,10955572
2008-10-31,142.250000,148.750000,132.438004,134.375000,97.451035,10375980
2008-11-03,139.988007,145.750000,131.761993,136.850006,99.245949,7532020
2008-11-04,149.149994,149.149994,122.500000,127.125000,92.193199,9422540
2008-11-05,128.750000,137.225006,125.000000,126.599998,91.812439,9233164
2008-11-06,132.125000,132.125000,120.525002,125.050003,90.688377,7861916
2008-11-07,125.000000,133.750000,121.438004,131.287994,95.212280,5877720
2008-11-10,137.475006,138.125000,128.761993,136.613007,99.074051,4099016
2008-11-11,135.500000,136.938004,130.000000,132.212006,95.882370,6498776
2008-11-12,132.212006,138.613007,128.761993,133.725006,96.979622,7742044
2008-11-14,136.250000,137.125000,130.875000,132.712006,96.244965,6617464
2008-11-17,132.250000,134.250000,126.375000,129.750000,94.096893,8090972
2008-11-18,130.000000,130.000000,120.000000,120.787003,87.596779,9755152
2008-11-19,122.500000,124.000000,117.925003,120.662003,87.506104,8175088
2008-11-20,120.000000,120.000000,115.000000,118.250000,85.756897,5016448
2008-11-21,117.425003,129.250000,115.000000,126.612999,91.821884,6845692
2008-11-24,126.000000,132.912994,122.561996,129.975006,94.260063,8370556
2008-11-25,129.774994,134.988007,125.012001,126.000000,91.377312,5774020
2008-11-26,125.811996,132.500000,124.287003,131.863007,95.629257,6135556
2008-11-27,262.250000,262.250000,262.250000,262.250000,190.188126,0
2008-11-28,129.500000,142.000000,129.500000,139.850006,101.421585,12138064
2008-12-01,139.850006,148.438004,139.087006,141.037994,102.283112,11958704
2008-12-02,142.500000,142.500000,130.761993,133.212006,96.607574,6658808
2008-12-03,134.087006,137.925003,130.399994,133.699997,96.961510,9997992
2008-12-04,133.750000,138.425003,125.837997,137.350006,99.608574,8256508
2008-12-05,134.600006,136.324997,129.561996,130.449997,94.604538,7105448
2008-12-08,133.750000,136.561996,128.100006,130.561996,94.685776,7621404
2008-12-10,137.449997,139.199997,132.375000,135.261993,98.094299,8088380
2008-12-11,137.425003,137.425003,125.500000,126.912003,92.038719,7300252
2008-12-12,127.487999,127.487999,118.811996,120.324997,87.261711,7121036
2008-12-15,125.500000,125.500000,116.811996,117.412003,85.149155,5997716
2008-12-16,117.500000,121.224998,116.250000,119.837997,86.908524,5847868
2008-12-17,121.337997,123.000000,118.000000,119.324997,86.536507,6476068
2008-12-18,118.724998,128.524994,118.000000,127.625000,92.555817,5723936
2008-12-19,125.750000,133.500000,123.525002,128.386993,93.108421,4943988
2008-12-22,129.875000,129.875000,125.849998,127.637001,92.564491,4106852
2008-12-23,123.800003,127.900002,123.061996,125.150002,90.760918,3567120
2008-12-24,124.175003,126.188004,118.061996,119.537003,86.690247,9148436
2008-12-26,116.300003,123.750000,116.300003,117.912003,85.511765,3154564
2008-12-29,119.000000,119.875000,115.000000,119.199997,86.445824,4875608
2008-12-30,121.250000,123.375000,117.500000,120.637001,87.487991,3522528
2008-12-31,123.074997,123.074997,118.061996,119.474998,86.645271,2543696
2009-01-02,124.262001,127.175003,123.537003,124.574997,90.343880,5375740
2009-01-05,125.500000,130.750000,124.500000,128.811996,93.416641,4829776
2009-01-06,128.750000,130.500000,124.561996,126.599998,91.812439,5918992
2009-01-07,129.750000,129.949997,116.150002,126.199997,91.522369,9013828
2009-01-09,124.974998,137.449997,121.250000,134.238007,97.351654,14219980
2009-01-12,127.912003,132.500000,126.275002,128.136993,92.927116,7595416
2009-01-13,124.900002,134.250000,122.050003,131.412994,95.302917,13359808
2009-01-14,132.000000,139.399994,132.000000,134.738007,97.714287,5958904
2009-01-15,130.000000,130.750000,124.587997,127.612999,92.547104,7171524
2009-01-16,127.175003,129.750000,121.625000,125.750000,91.196014,9790076
2009-01-19,129.475006,129.475006,121.824997,125.188004,90.788460,6868376
2009-01-20,123.675003,126.974998,122.500000,124.112999,90.008850,4635196
2009-01-21,122.750000,125.250000,121.250000,123.074997,89.256073,3669860
2009-01-22,123.750000,126.012001,120.787003,124.150002,90.035683,4848136
2009-01-23,122.525002,124.724998,120.824997,121.537003,88.140686,3031220
2009-01-27,122.750000,128.750000,122.750000,124.775002,90.488945,5243956
2009-01-28,118.800003,127.500000,118.800003,126.862999,94.269745,4789396
2009-01-29,128.011993,129.500000,124.025002,128.500000,95.486183,10017036
2009-01-30,126.250000,128.750000,124.574997,127.900002,95.040321,8707524
2009-02-02,127.199997,127.199997,121.787003,122.824997,91.269165,3234692
2009-02-03,123.250000,127.449997,123.250000,124.962997,92.857872,3808560
2009-02-04,125.750000,128.225006,123.250000,124.662003,92.634224,2484756
2009-02-05,125.000000,125.650002,119.561996,120.724998,89.708694,4341548
2009-02-06,122.500000,126.974998,121.750000,125.699997,93.405525,6840388
2009-02-09,125.000000,130.912994,124.162003,128.750000,95.671928,4595224
2009-02-10,129.250000,132.000000,127.750000,131.149994,97.455345,6790772
2009-02-11,129.500000,130.750000,128.000000,128.688004,95.625870,4502732
2009-02-12,128.000000,128.925003,126.025002,127.474998,94.724510,2844372
2009-02-13,127.500000,130.000000,126.750000,127.800003,94.966003,3257208
2009-02-16,126.900002,128.738007,124.500000,125.188004,93.025085,2501996
2009-02-17,124.000000,124.949997,120.000000,121.311996,90.144890,2950388
2009-02-18,120.337997,122.724998,119.250000,120.188004,89.309662,2629412
2009-02-19,120.500000,123.199997,119.750000,122.375000,90.934814,3477072
2009-02-20,121.625000,121.875000,116.074997,118.512001,88.064240,4771388
2009-02-24,117.500000,118.925003,115.125000,117.224998,87.107903,4495532
2009-02-25,117.500000,121.199997,117.500000,120.188004,89.309662,5517928
2009-02-26,120.250000,122.650002,119.250000,120.550003,89.578682,8808288
2009-02-27,120.500000,122.250000,113.811996,120.775002,89.745850,6750148
2009-03-02,118.525002,120.500000,113.699997,114.962997,85.427032,3988944
2009-03-03,113.000000,116.500000,109.837997,111.550003,82.890945,3560896
2009-03-04,112.000000,116.112999,111.550003,115.137001,85.556351,3258300
2009-03-05,116.237999,117.724998,114.500000,115.800003,86.049004,4284496
2009-03-06,115.000000,121.212997,114.412003,120.425003,89.485786,5805604
2009-03-09,117.775002,120.000000,114.750000,115.750000,86.011856,4535184
2009-03-12,115.412003,121.250000,115.412003,119.349998,88.686966,8617456
2009-03-13,118.337997,127.500000,118.337997,126.712997,94.158272,10199700
2009-03-16,127.500000,130.699997,125.599998,129.949997,96.563637,4672896
2009-03-17,128.750000,129.500000,123.262001,124.387001,92.429863,6946172
2009-03-18,125.000000,128.625000,125.000000,126.287003,93.841721,6413800
2009-03-19,126.375000,129.500000,125.400002,128.738007,95.663025,7382584
